id_carpeta,carpeta,delito,fecha,sintesis,juzgado,exp_jud,fecha_proceso,fecha_sentencia,municipio,id_exp_jud,tiempo_carp_proceso,tiempo_proceso_sentencia,tiempo_carp_sentencia,repeticiones,violacion,violencia_familiar,violacion_violencia
05528,CI/AGS/05528/03-22,Violencia familiar,2022-03-09,VIOLENCIA FAMILIAR-LA OFENDIDA REFIERE SER VICTIMA DE VIOLENCIA PSICOLOGICA Y FISICA POR PARTE DE SU ESPOSO DESDE HACE AÑOS-PR1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05530,CI/AGS/05530/03-20,Violencia familiar,2020-03-04,VIOLENCIA FAMILIAR: SEÑALA LA DENUNCIANTE QUE SU HERMANA Y MADRE LO AGREDIERON FISICAMENTE. P.R. 2(IDENTIFICADAS),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05532,CI/AGS/05532/03-20,Violencia familiar,2020-03-04,VIOLENCIA FAMILIAR: LA OFENDIDA REFIERE QUE SU ESPOSO LA AGREDE VERBALMENTE Y FISICAMENTE. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05532,CI/AGS/05532/03-22,Violencia familiar,2022-03-09,VIOLENCIA FAMILIAR- PUESTA A DISPOSICION DE UNA PERSONA DEL SEXO MASCULINO QUE AGREDIO FISICAMENTE A SU ESPOSA CUANDO SE ENCONTRABAN EN EL INTERIOR DE SU DOMICILIO-PR1(DETENIDO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05540,CI/AGS/05540/03-21,Violencia familiar,2021-03-11,VIOLENCIA FAMILIAR.  EL ESPOSO DE LA DENUNCIANTE LA AGREDE VERBALMENTE CON FRECUENCIA.  P.R.1. IDENTIFICADO,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05547,CI/AGS/05547/03-20,Violencia familiar,2020-03-04,VIOLENCIA FAMILIAR- OFENDIDA ES AMENAZADA DE MUERTE Y AGREDIDA VERBALMENTE POR SU ESPOSO DE QUIEN ESTA SEPARADA Y LA AGREDIO FUERTEMENTE DE MANERA FISICA HACE UNOS MESES. PR1 (IDENTIFICADO).,Juz. de Oralidad del I Partido Judicial en Ags.,0761/21,2021-07-09,NA,AGS,0761,492,NA,NA,1,0,1,0
05552,CI/AGS/05552/03-21,Violencia familiar,2021-03-11,"VIOLENCIA FAMILIAR+ REFIERE QUE SU CONCUBINOLA HA AGREDIDO DESDE HACE VARIOS AÑOS Y AYER LA VOLVIO A AGREDIR, PR1 IDENTIFICADO",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05579,CI/AGS/05579/03-21,Violencia familiar,2021-03-11,VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE FRECUENTEMENTE ES AGREDIDA FISICA Y PSICOLOGICAMENTE POR PARTE DE SU ESPOSO/ PR1.(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05580,CI/AGS/05580/03-21,Violencia familiar,2021-03-11,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU CONCUBINO CON QUIEN VIVIO EN UNION LIBRE DURANTE TRECE AÑOS, DESDE ENTONCES LA VIOLENTA DE FORMA FISICA Y VERBAL/ PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05587,CI/AGS/05587/03-21,Violencia familiar,2021-03-11,"VIOLENCIA FAMILIAR/ DENUNCIANTE REFIERE QUE RECIBIO AGRESIONES FISICAS Y VERBALES POR PARTE DE SU CONCUBINO CON QUIEN PROCREO DOS HIJOS/ PR1.(IDENTIFICADO)
",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05589,CI/AGS/05589/03-21,Violencia familiar,2021-03-11,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE CONSTANTEMENTE TIENE PROBLEMAS CON SU HERMANA, QUIEN LA HA INSULTADO, AGREDIDO FISICAMENTE E INCLUSO AMENAZA CON CAUSARLE DAÑO/ PR1.(IDENTIFICADA)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05599,CI/AGS/05599/03-21,Violación,2021-03-11,VIOLACION- PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
05605,CI/AGS/05605/03-22,Violencia familiar,2022-03-10,"VIOLENCIA FAMILIAR< OFENDIDA MENCIONA QUE SU HIJA Y SU PERSONA SON AGREDIDAS FISICA Y VERBALMENTE POR PARTE DE SU ESPOSO, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05621,CI/AGS/05621/03-20,Violencia familiar,2020-03-05,VIOLENCIA FAMILIAR: SEÑALA LA DENUNCIANTE QUE SU PAREJA LA AGREDIO FISICAMENTE. P.R. 1(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05624,CI/AGS/05624/03-22,Violencia familiar,2022-03-10,"VIOLENCIA FAMILIAR/ DENUNCIANTE SEÑALA QUE DESDE LA INFANCIA, ELLA Y SUS HERMANOS SUFRIERON VIOLENCIA FISICA Y PSICOLOGICA POR PARTE DE SU PADRE. LA ULTIMA OCASION QUE LOS AGREDIO, ATROPELLO A SU HERMANO DE MANERA DOLOSA, A ELLA LA INSULTO E INTENTO OCASASIONARLE LESIONES CON UN CUCHILLO. PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05626,CI/AGS/05626/03-22,Violencia familiar,2022-03-10,VIOLENCIA FAMILIAR/ DENUNCIANTE REFIERE QUE ES VICTIMA DE CONSTASTES AGRESIONES FISICAS E INSULTOS Y HASTA AMENAZAS DE MUERTE POR PARTE DE SU HIJO. PR1.(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05627,CI/AGS/05627/03-20,Violación,2020-03-05,VIOLACION: P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
05632,CI/AGS/05632/03-22,Violencia familiar,2022-03-10,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU PAREJA CON QUIEN HABITA EN UNION LIBRE, LA VIOLENTA CONSTANTEMENTE DE FORMA FISICA, PSICOLOGICA, EMOCIONAL, ECONOMICA Y SEXUAL. PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05633,CI/AGS/05633/03-21,Violencia familiar,2021-03-12,"VIOLENCIA FAMILIAR: DENUNCIA POR ESCRITO JUST. FAM, MPIO, LA OFENDIDA REFIERE QUE DURANE EL MATRIMONIO QUE TUVO CON EL IMPUTADO ESA FUE VIOLENTADA FISICIA Y PSICOLOGICAMENTE. P.R. 1(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05639,CI/AGS/05639/03-22,Violencia familiar,2022-03-10,"VIOLENCIA FAMILIAR/ DENUNCIANTE MANIFIESTA QUE ELLA Y SU ESPOSO SON VICTIMAS DE CONSTANTES AGRESIONES FISICAS Y VERBALES POR PARTE DE SU HIJO, ASI COMO EN OCASIONES TIENE ACTOS AGRESIVOS EN DONDE HA DAÑADO MUEBLES Y PERTENENCIAS DEL INTERIOR DEL INMUEBLE. PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05643,CI/AGS/05643/03-20,Violencia familiar,2020-03-05,VIOLENCIA FAMILIAR- OFENDIDA HA SIDO AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO QUIEN AMENAZO CON MATARLA. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,Juz. de Oralidad del I Partido Judicial en Ags.,0065/22,2022-05-04,NA,AGS,0065,790,NA,NA,1,0,1,0
05644,CI/AGS/05644/03-21,Violencia familiar,2021-03-12,VIOLENCIA FAMILIAR.  EL ESPOSO DE LA DENUNCIANTE LA AGREDIO FISICAMENTE.  P.R.1.  IDENTIFICADO.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05645,CI/AGS/05645/03-21,Violencia familiar,2021-03-12,"VIOLENCIA FAMILIAR. LA OFENDIDA MANIFIESTA QUE SU ESPOSO LA GOLPEO, POR LA ESPALDA CUANDO ELLA SE ENCONTRBA DORMIDA, NO HA SIDO LA PRIMERA VEZ QUE LA SEÑORA HA SUFRIDO VIOLENCIA.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05647,CI/AGS/05647/03-21,Violencia familiar,2021-03-12,VIOLENCIA FAMILIAR.  EL EXPAREJA DE LA DENUNCIANTE LA AGREDE FISICA Y VERBALMENTE CONSTANTEMENTE.  P.R.1.  IDENTIFICADO.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05651,CI/AGS/05651/03-20,Violencia familiar,2020-03-05,VIOLENCIA FAMILIAR- OFENDIDA ES AGREDIDA VERBAL Y FISICAMENTE POR SU HIJO. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05656,CI/AGS/05656/03-22,Violencia familiar,2022-03-10,VIOLENCIA FAMILIAR: LA DENUNCIANTE REFIERE QUE SU ESPOSO LA AGREDIA FISICAMENTE Y OBLIGABA A TENER DELACIONES. P.R. 1(IDENTIFICADO).,Juz. de Oralidad del I Partido Judicial en Ags.,0653/22,2022-06-07,NA,AGS,0653,89,NA,NA,1,0,1,0
05666,CI/AGS/05666/03-22,Violencia familiar,2022-03-11,VIOLENCIA FAMILIAR: LA DENUNCIANTE REFIERE QUE SU HIJA LA AGREDIO FISICA Y VERBALMENTE. P.R. 1(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05676,CI/AGS/05676/03-21,Violación,2021-03-12,VIOLACION+ PR1 IDENTIFICADO,Juz. de Oralidad del I Partido Judicial en Ags.,0579/21,2021-04-06,NA,AGS,0579,25,NA,NA,1,1,0,0
05682,CI/AGS/05682/03-20,Violencia familiar,2020-03-05,"VIOLENCIA FAMILIAR- DENUNCIA POR ESCRITO 05/03/2020
LA OF REFIERE QUE ES AGREDIDA FISICA Y PSICOLOGICAMENTE POR PARTE  DE SU ESPOSO. PR1.
",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05685,CI/AGS/05685/03-21,Violencia familiar,2021-03-12,"VIOLENCIA FAMILIAR+ REFIERE QUE SU MENOR HIJA ES MALTRATADA Y AGREDIDO POR SU PADRE CUANDO VA DE VISITA A SU DOMICILIO, ADEMAS EL LA MAL ACONSEJA DE SU MAMA, PR1 IDENTIFICADO",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05687,CI/AGS/05687/03-21,Violencia familiar,2021-03-12,VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU ESPOSO LA AGREDE CONSTANTEMENTE DE FORMA FISICA Y VERBAL/ PR1.(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05692,CI/AGS/05692/03-22,Violencia familiar,2022-03-11,VIOLENCIA FAMILIAR- LA OFENDIDA REFIERE SER VICTIMA DE VIOLENCIA PSICOLOGICA POR PARTE DE SU CONCUBINO-PR1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05694,CI/AGS/05694/03-22,Violencia familiar,2022-03-11,"VIOLENCIA FAMILIAR- LA DENUNCIANTE REFIERE QUE SU HERMANO Y ELLA SON VICTIMAS DE AGRESIONES FISICAS Y VERBALES POR PARTE DE SU PADRE, EL CUAL ES CONSUMIDOR DE DROGAS-PR1(IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05696,CI/AGS/05696/03-21,Violencia familiar,2021-03-12,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU ES PAREJA, PADRE DE SU MENORES HIJOS, LA AGREDE FISICA Y VERBALMENTE DE MANERA CONSTANTE/ PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05699,CI/AGS/05699/03-22,Violación,2022-03-11,VIOLACION-PR1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
05718,CI/AGS/05718/03-20,Violación,2020-03-06,VIOLACION: Q.R.R..,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
05719,CI/AGS/05719/03-21,Violación,2021-03-13,VIOLACION- QRR.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
05719,CI/AGS/05719/03-22,Violencia familiar,2022-03-11,"VIOLENCIA FAMILIAR< DENUNCIANTE REFIERE QUE SU MENOR HIJA DE 17 AÑOS SUFRE DE VIOLENCIA FISICA Y VERBAL POR PARTE DE SU PAREJA, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
05720,CI/AGS/05720/03-20,Violencia familiar,2020-03-06,VIOLENCIA FAMILIAR: SEÑALA EL DENUNCIANTE QUE SU HERMANA LO AGREDE VERBALMETE. P.R. 1(IDENTIFICADA),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05721,CI/AGS/05721/03-22,Violencia familiar,2022-03-11,"VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE SU ESPOSO LA GOLPEA Y LA INSULTA, CONSTANTEMENTE LA AMENAZA CO CAUSARLE DAÑO. PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05727,CI/AGS/05727/03-22,Violencia familiar,2022-03-11,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU CONCUBINO LA AGREDE FISICA Y PSICOLOGICAMENTE, PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05738,CI/AGS/05738/03-22,Violencia familiar,2022-03-11,VIOLENCIA FAMILIAR/ LA OFENDIDA REFIERE QUE SU CONCUBINO LA INSULTA CONSTANTEMENTE Y LA GOLPEA. PR1.(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05747,CI/AGS/05747/03-22,Violencia familiar,2022-03-12,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE AL TENER UNA DISCUSION CON SU CONCUBINO, ESTE ULTIMO LA GOLPEO. PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05751,CI/AGS/05751/03-21,Violencia familiar,2021-03-13,VIOLENCIA FAMILIAR.  EL OFENDIDO MANIFIESTA QUE SU PADRASTRO AGREDE FÍSICAMENTE A SU MAMA Y SUS HERMANOS.  P.R.2.  IDENTIFICADOS.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05758,CI/AGS/05758/03-21,Violencia familiar,2021-03-13,"VIOLENCIA FAMILIAR+ SEÑALA QUE SI HIJO, ES AGRESIVO Y LA MALTRATA A ELLA Y A SU ABUELA, PR1 IDENTIFICADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05767,CI/AGS/05767/03-21,Violencia familiar,2021-03-13,"VIOLENCIA FAMILIAR+ REFIERE QUE SU ESPOSO LA MALTRATA Y HA AGREDIDO, ADEMAS LA AMENAZA DE MUERTE Y SE ENCUNTRA EMBARAZADA, PR1 IDENTIFICADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05767,CI/AGS/05767/03-22,Violencia familiar,2022-03-12,"VIOLENCIA FAMILIAR+ REFIERE QUE SU AUN ESPOSA, DE QUIEN ESTA SEPARADO, LO AGREDIA FISICAMENTE MIENTRAS VIVIAN JUNTOS Y YA SEPARADOS ACUDIO A SU DOMICILIO Y LO AGREDIO FISICAMENTE Y CON UNA UN BASTONRETRACTIL, PR1 DETENIDA",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05774,CI/AGS/05774/03-20,Violencia familiar,2020-03-06,"VIOLENCIA FAMILIAR, SU PAREJA LA HA AGREDIDO FISICAMENTE EN VARIAS OCASIONES Y  LA AMENAZA DE MUERTE. PR1 (IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05784,CI/AGS/05784/03-20,Violencia familiar,2020-03-06,"LESIONES DOLOSAS POR GOLPES, SU CONCUBINO LA AGREDIÓ FISICAMENTE. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05784,CI/AGS/05784/03-22,Violencia familiar,2022-03-12,VIOLENCIA FAMILIAR- EL OFENDIDO REFIERE QUE SU HIJO LO AGREDIO FISICAMENTE-PR1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05785,CI/AGS/05785/03-20,Violación,2020-03-06,"VIOLACION, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
05785,CI/AGS/05785/03-21,Violencia familiar,2021-03-14,"VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU CONCUBINO, LA AGREDE FISICA Y VERBALMENTE DE MANERA CONSTANTE, ADEMAS LA AMENZA CON PRIVARLA DE LA VIDA/ PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,1,1,1
05795,CI/AGS/05795/03-22,Violencia familiar,2022-03-12,"VIOLENCIA FAMILIAR< OFENDIDA REFIERE SUFRIR AGRESIONES FISICAS, VERBALES Y PSICOLOGICAS POR PARTE DE SU ESPOSO, PR1 (DETENIDO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05796,CI/AGS/05796/03-20,Violencia familiar,2020-03-06,"VIOLENCIA FAMILIAR, SU HERMANO EN LA TARDE TRATO DE GOLPEARLA Y EN LA NOCHE LA EMPUJO Y LE DIO UNA PATADA, ADEMAS DE GOLPEAR A SU HIJO DE 14 AÑOS, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05796,CI/AGS/05796/03-22,Violencia familiar,2022-03-12,"VIOLENCIA FAMILIAR< OFENDIDA MENCIONA QUE SUFRE DE AGRESIONES FISICAS Y VERBALES POR PARTE DE SU ESPOSO, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05801,CI/AGS/05801/03-20,Violencia familiar,2020-03-07,VIOLENCIA FAMILIAR- NIETAS DE LA DENUNCIANTE CONSTANTEMENTE PERCIBEN AGRESIONES FISICAS Y VERBALES POR PARTE DE LA PAREJA DE SU MADRE. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05804,CI/AGS/05804/03-20,Violencia familiar,2020-03-07,VIOLENCIA FAMILIAR- OFENDIDA ES AGREDIDA FISICAMENTE Y VERBALMENTE CONSTANTEMENTE POR SU PAREJA QUIEN LE FISURO UNA COSTILLA. PR1 (DETENIDO).,Juz. de Oralidad del I Partido Judicial en Ags.,0328/20,2020-03-09,NA,AGS,0328,2,NA,NA,1,0,1,0
05808,CI/AGS/05808/03-20,Violencia familiar,2020-03-07,VIOLENCIA FAMILIAR- OFENDIDA ES CONSTANTEMENTE AGREDIDA FISICA Y VERBALMENTE POR SU PAREJA. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05817,CI/AGS/05817/03-20,Violencia familiar,2020-03-07,VIOLENCIA FAMILIAR- DENUNCIANTE Y MENOR HIJO FUERON AGREDIDOS VERABL Y FISICAMENTE POR SU ESPOSO. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05823,CI/AGS/05823/03-20,Violencia familiar,2020-03-07,VIOLENCIA FAMILIAR- OFENDIDA ES REPETIDAMENTE AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO QUIEN HA TRATADO DE ASFIXIARLA. SOLICITA MEDIDA DE PROTECCION. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05834,CI/AGS/05834/03-21,Violencia familiar,2021-03-15,"VIOLENCIA FAMILIAR+ REFIERE QUE SU CONCUBINO LA AGREDIO FISCAMENTE, OCASIONANDOLE LESIONES EN SU CARA, PR1 IDENTIFICADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05836,CI/AGS/05836/03-22,Violación,2022-03-13,VIOLACION/ PR1,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
05853,CI/AGS/05853/03-22,Violencia familiar,2022-03-13,"VIOLENCIA FAMILIAR+ DENUNCIA POR ESCRITO 11/03/2022. EL OF REFIERE QUE ES VIOLENTADO POR SU ESPOSA, QUIEN QUIERE HACERLE CREER A LAS PERSONAS QUE ES UN ADICTO, ENCERRANDOLO EN ANEXOS, ADEMÁS DE ROBARLE DINERO Y OBJETOS PERSONALES, Y SACARLO DE SU DOMICILIO, PR1 IDENTIFICADA.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05854,CI/AGS/05854/03-22,Violencia familiar,2022-03-13,"VIOLENCIA FAMILIAR+ SEÑALA QUE SU ESPOSO LA HA AGREDIDO FISICAMENTE EN DIFERENTES OCASIONES Y LA ULTIMA VEZ HASTA CON UN PATO DE METAL (PARA BAÑO) Y LA AHORCABA CON SUS MANOS, PR1 IDENTIFICADO.",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05868,CI/AGS/05868/03-21,Violencia familiar,2021-03-15,VIOLENCIA FAMILIAR- OFENDIDA HA SIDO CONSTANTEMENTE AGREDIDA VERBAL Y FISICAMENTE POR SU ESPOSO. PR1 (IDENTIFICADO).,Juz. de Oralidad del I Partido Judicial en Ags.,0419/21,2021-03-18,NA,AGS,0419,3,NA,NA,1,0,1,0
05873,CI/AGS/05873/03-21,Violencia familiar,2021-03-15,"PENDIENTE- VIOLENCIA FAMILIAR- OFENDIDA HA SIDO AGREDIDA FISICA, PSICOLOGICA Y SEXUALMENTE DESDE CHIQUITA POR HERMANOS, TIOS, Y SU MADRE QUIEN NUNCA LE CREYO. PR1 (IDENTIFICADA).",Juz. de Oralidad del I Partido Judicial en Ags.,1239/21,2021-09-13,NA,AGS,1239,182,NA,NA,1,0,1,0
05880,CI/AGS/05880/03-21,Violencia familiar,2021-03-15,VIOLENCIA FAMILIAR: LA DENUNCIANTE SEÑALA QUE SU ESPOSO LA AGREDIO FISICAMENTE ADEMAS DE INSULTARLA. P.R. 1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05885,CI/AGS/05885/03-22,Violencia familiar,2022-03-14,VIOLENCIA FAMILIAR- LA DENUNCIANTE REFIERE QUE SU HERMANA HA AGREDIDO A SUS HIJOS Y A ELLLA EN REPETIDAS OCASIONES-PR1(IDENTIFICADA).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05886,CI/AGS/05886/03-22,Violencia familiar,2022-03-14,VIOLENCIA FAMILIAR- LA OFENDIDA REFIERE SER VICTIMA DE AGRESIONES FISICAS Y VERBALES POR PARTE DE SU PAREJA-PR1(IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05890,CI/AGS/05890/03-22,Violación,2022-03-14,VIOLACION-QRR.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,1,0,0
05901,CI/AGS/05901/03-20,Violencia familiar,2020-03-08,VIOLENCIA FAMILIAR- OFENDIDA FUE AGREDIDA FISICAMENTE POR SU ESPOSO. PR1 (IDENTIFICADO).,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05906,CI/AGS/05906/03-22,Violencia familiar,2022-03-14,"VIOLENCIA FAMILIAR< OFENDIDA REFIERE QUE SU ESPOSO LA AGREDE FISICA Y VERBALMENTE, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05914,CI/AGS/05914/03-21,Violencia familiar,2021-03-16,VIOLENCIA FAMILIAR.  EL CONCUBINO DE LA DENUNCIANTE LA AGREDE FISICA Y PSICOLOGICAMENTE.  P.R.1.  IDENTIFICADO.,NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05919,CI/AGS/05919/03-21,Violación,2021-03-16,VIOLACION. P.R.1.  IDENTIFICADA.,Juzgado de Justicia Penal para Adolescentes,0105/21,2021-04-09,NA,AGS,0105,24,NA,NA,1,1,0,0
05924,CI/AGS/05924/03-22,Violencia familiar,2022-03-14,"VIOLENCIA FAMILIAR< OFENDIDA MENCIONA QUE SUFRIO DE AGRESIONES FISICAS Y VERBALES POR PARTE DE SU AUN ESPOSO, CUANDO VIVIAN JUNTOS, PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05926,CI/AGS/05926/03-22,Violencia familiar,2022-03-14,VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE SIDO VCITMA DE AGRESIONES FISICAS Y PSICOLOGICAS EN DIVERSAS OCASIONES POR PARTE DE SU ESPOSO. PR1.(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05927,CI/AGS/05927/03-21,Violencia familiar,2021-03-16,"VIOLENCIA FAMILIAR+ REFIERE QUE SU ESPOSO LA HA MALTRATADO Y AGREDIDO FISICAMENTE DESDE HACE VARIOS AÑOS, ADEMAS LA AMENAZA DE MUERTE, PR1 IDENTIFICADO.",Juz. de Oralidad del III Partido Judicial en Pab.,0143/21,2021-10-25,NA,AGS,0143,223,NA,NA,2,0,1,0
05927,CI/AGS/05927/03-21,Violencia familiar,2021-03-16,"VIOLENCIA FAMILIAR+ REFIERE QUE SU ESPOSO LA HA MALTRATADO Y AGREDIDO FISICAMENTE DESDE HACE VARIOS AÑOS, ADEMAS LA AMENAZA DE MUERTE, PR1 IDENTIFICADO.",Juz. de Oralidad del III Partido Judicial en Pab.,0149/21,2021-10-22,NA,AGS,0149,220,NA,NA,2,0,1,0
05928,CI/AGS/05928/03-22,Violencia familiar,2022-03-14,"VIOLENCIA FAMILIAR/ OFENDIDA SEÑALA QUE SUFRE DEPRESION Y ANSIEDAD, DERIVADO DE LAS CONSTANTES AGRESIONES FISICAS Y VERBALES POR PARTE DE SU ESPOSO. PR1.(IDENTIFICADO)",NA,NA,NA,NA,AGS,NA,NA,NA,NA,1,0,1,0
05932,CI/AGS/05932/03-20,Violencia familiar,2020-03-08,"VIOLENCIA FAMILIAR, SU PAREJA ES UN DROGADICTO Y LA GOLPEA CONSTANTEMENTE POR LO CUAL CADA VEZ ES MÁS CONTINUA LA VIOLENCIA. PR1 (IDENTIFICADO).",NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
05932,CI/AGS/05932/03-22,Violencia familiar,2022-03-14,VIOLENCIA FAMILIAR/ OFENDIDA REFIERE QUE SU CONCUBINO LA HA AGREDIDO FISICA Y VERBALMENTE EN DIVERSAS OCASIONES. PR1.(IDENTIFICADO),NA,NA,NA,NA,AGS,NA,NA,NA,NA,2,0,1,0
